title,platforms,rating,votes,developer,release_date,price,genres,url
DayZ,['PS4'],3.61,23946,BOHEMIA INTERACTIVE A.S.,2019-05-30,54.99,"['Adventure', 'Shooter', 'Role Playing Games']",https://store.playstation.com/en-us/concept/221850
METAL GEAR SOLID: MASTER COLLECTION Vol.1 PS4 & PS5,"['PS4', 'PS5']",4.77,3415,"Konami Digital Entertainment, Inc.",2023-10-24,59.99,['Action'],https://store.playstation.com/en-us/concept/10007607
MONSTER HUNTER: WORLD™,['PS4'],4.72,110942,"Capcom U.S.A., Inc.",2018-01-26,9.99,['Action'],https://store.playstation.com/en-us/concept/228785
Bully®,['PS4'],4.63,31613,Rockstar Games,2016-03-22,8.99,['Action'],https://store.playstation.com/en-us/concept/200477
ONE PIECE ODYSSEY PS4 & PS5,"['PS4', 'PS5']",4.31,2731,Bandai Namco Entertainment America Inc.,2023-01-13,14.99,"['Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/235242
Cuphead,['PS4'],4.5,33950,StudioMDHR Entertainment,2020-07-28,19.99,"['Action', 'Action', 'Action']",https://store.playstation.com/en-us/concept/10001369
Stray,"['PS4', 'PS5']",4.72,36856,Annapurna Interactive,2022-07-19,29.99,['Adventure'],https://store.playstation.com/en-us/concept/10001114
Tom Clancy’s Ghost Recon® Wildlands Standard Edition,['PS4'],4.42,130580,Ubisoft Entertainment,2017-03-07,49.99,"['Action', 'Action', 'Shooter']",https://store.playstation.com/en-us/concept/201697
DOOM Eternal Standard Edition,"['PS4', 'PS5']",4.61,23901,Bethesda Softworks,2021-06-29,9.99,"['Shooter', 'Action']",https://store.playstation.com/en-us/concept/232624
Chivalry 2 PS4 & PS5,"['PS4', 'PS5']",3.86,8101,Tripwire Interactive,2021-06-08,13.19,"['Fighting', 'Action']",https://store.playstation.com/en-us/concept/234762
Marvel's Midnight Suns Enhanced Edition,"['PS4', 'PS5']",3.77,5718,2K,2022-12-02,20.99,['Strategy'],https://store.playstation.com/en-us/concept/10002129
Stumble Guys,"['PS4', 'PS5']",4.32,36929,"Scopely, Inc.",2024-04-09,0.0,"['Action', 'Party']",https://store.playstation.com/en-us/concept/10007588
Marvel's Spider-Man: Miles Morales PS4 & PS5,"['PS4', 'PS5']",4.57,108882,Sony Interactive Entertainment,2020-11-12,49.99,['Action'],https://store.playstation.com/en-us/concept/10000649
Insurgency: Sandstorm - Ultimate Edition [PS4 & PS5],"['PS4', 'PS5']",4.31,3750,Focus Entertainment,2024-01-30,79.99,['Unique'],https://store.playstation.com/en-us/concept/227147
Call of Duty®: WWII - Gold Edition,['PS4'],4.34,154882,Activision,2018-05-08,59.99,"['Shooter', 'Shooter']",https://store.playstation.com/en-us/concept/227115
FISHING PLANET,['PS4'],3.88,66269,Fishing Planet LLC,2017-08-29,0.0,"['Family', 'Simulation', 'Sport']",https://store.playstation.com/en-us/concept/228720
Minecraft Dungeons,['PS4'],4.36,22869,Mojang,2020-05-26,9.99,"['Action', 'Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10000378
ARMORED CORE™ VI FIRES OF RUBICON™ PS4 & PS5,"['PS4', 'PS5']",4.7,9701,Bandai Namco Entertainment America Inc.,2023-08-25,59.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/10001815
PSO2 NEW GENESIS,['PS4'],4.27,25345,"SEGA of America, Inc.",2022-08-30,0.0,['Role Playing Games'],https://store.playstation.com/en-us/concept/203474
Dead Cells (PS4® & PS5®),"['PS4', 'PS5']",4.74,10491,Motion Twin SARL,2023-06-29,12.49,"['Action', 'Action']",https://store.playstation.com/en-us/concept/231053
"Warhammer 40,000: Rogue Trader",['PS5'],4.39,828,Owlcat Games Ltd.,2023-12-07,34.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/10008102
SONIC SUPERSTARS,"['PS4', 'PS5']",4.19,1683,"SEGA of America, Inc.",2023-10-17,29.99,['Action'],https://store.playstation.com/en-us/concept/10004658
Riders Republic™ PS4 & PS5,"['PS4', 'PS5']",4.23,29973,Ubisoft Entertainment,2021-10-28,39.99,['Sport'],https://store.playstation.com/en-us/concept/10000459
Like a Dragon: Infinite Wealth PS4 & PS5,"['PS4', 'PS5']",4.83,5503,"SEGA of America, Inc.",2024-01-26,69.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/10004462
Sifu,"['PS4', 'PS5']",4.18,13549,SLOCLAP S.A.S,2022-02-06,19.99,['Action'],https://store.playstation.com/en-us/concept/10001973
Sker Ritual,['PS5'],4.13,1566,Wales Interactive,2024-04-18,24.99,"['Shooter', 'Horror']",https://store.playstation.com/en-us/concept/10005307
Police Simulator: Patrol Officers,"['PS4', 'PS5']",3.64,3104,astragon Entertainment GmbH,2022-11-10,29.99,['Simulation'],https://store.playstation.com/en-us/concept/10000663
CarX Drift Racing Online,['PS4'],4.36,12391,CARX,2020-02-07,7.49,"['Action', 'Arcade', 'Driving/Racing']",https://store.playstation.com/en-us/concept/10000161
Granblue Fantasy: Relink Standard Edition,"['PS4', 'PS5']",4.69,11937,"Cygames, Inc.",2024-01-29,59.99,"['Role Playing Games', 'Action']",https://store.playstation.com/en-us/concept/229066
Capes,"['PS4', 'PS5']",4.08,37,DAEDALIC ENTERTAINMENT GMBH,2024-05-29,39.99,['Strategy'],https://store.playstation.com/en-us/concept/10008317
DARK SOULS™ III,['PS4'],4.77,77727,Bandai Namco Entertainment America Inc.,2016-04-12,59.99,"['Action', 'Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/201190
NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4,['PS4'],4.58,72059,Bandai Namco Entertainment America Inc.,2016-02-09,7.99,"['Action', 'Adventure', 'Fighting']",https://store.playstation.com/en-us/concept/212870
God of War III Remastered,['PS4'],4.69,77730,Sony Interactive Entertainment,2015-07-14,9.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/228618
Firewatch,['PS4'],4.46,32547,Campo Santo,2016-02-09,4.99,['Adventure'],https://store.playstation.com/en-us/concept/216211
FINAL FANTASY VII REMAKE INTERGRADE,"['PS4', 'PS5']",4.72,113959,SQUARE ENIX CO. LTD.,2021-06-10,15.19,['Role Playing Games'],https://store.playstation.com/en-us/concept/228744
Crossout,"['PS4', 'PS5']",4.05,135707,Gaijin Distribution KFT,2022-02-08,0.0,"['Action', 'Simulation', 'Unique']",https://store.playstation.com/en-us/concept/227108
Horizon Zero Dawn: Complete Edition,['PS4'],4.76,178826,Sony Interactive Entertainment,2017-12-05,19.99,"['Action', 'Role Playing Games']",https://store.playstation.com/en-us/concept/221727
The Quarry for PS5™,"['PS4', 'PS5']",4.21,9079,2K,2022-06-10,17.49,['Horror'],https://store.playstation.com/en-us/concept/10004123
Plants vs. Zombies™ Garden Warfare 2: Standard Edition,['PS4'],4.44,75814,Electronic Arts Inc,2016-02-23,5.99,"['Shooter', 'Action', 'Shooter']",https://store.playstation.com/en-us/concept/203427
SAND LAND PS4 & PS5,"['PS4', 'PS5']",4.25,1981,Bandai Namco Entertainment America Inc.,2024-04-26,59.99,"['Role Playing Games', 'Action']",https://store.playstation.com/en-us/concept/10005459
Devil May Cry 5 Special Edition,"['PS4', 'PS5']",4.78,28876,"Capcom U.S.A., Inc.",2020-11-12,15.99,['Action'],https://store.playstation.com/en-us/concept/227315
Dying Light: The Following - Enhanced Edition,['PS4'],4.63,85013,Warner Bros. Interactive,2020-08-21,8.99,"['Action', 'Horror', 'Unique']",https://store.playstation.com/en-us/concept/201129
SMITE,['PS4'],4.23,141682,Hi-Rez Studios,2016-03-22,0.0,"['Action', 'Shooter', 'Strategy']",https://store.playstation.com/en-us/concept/211297
Assassin’s Creed® Origins,['PS4'],4.56,47548,Ubisoft Entertainment,2017-10-27,59.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/222066
Mount & Blade II: Bannerlord,"['PS4', 'PS5']",4.26,3785,Taleworlds Entertainment LTD,2022-10-25,49.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/233621
Overcooked! 2,['PS4'],4.49,9883,Team17 Software Ltd.,2018-08-07,6.24,"['Casual', 'Family', 'Party']",https://store.playstation.com/en-us/concept/231121
Alone in the Dark,['PS5'],3.99,1433,THQ Nordic,2024-03-20,44.99,"['Adventure', 'Horror', 'Puzzle']",https://store.playstation.com/en-us/concept/10005283
SOUTH PARK: SNOW DAY!,['PS5'],3.38,2767,THQ Nordic,2024-03-26,29.99,['Action'],https://store.playstation.com/en-us/concept/10008055
ARK: Survival Evolved,['PS4'],4.28,193478,WILDCARD PROPERTIES,2017-06-12,14.99,['Action'],https://store.playstation.com/en-us/concept/224802
Star Trek Online,['PS4'],4.03,28461,Gearbox Publishing,2016-09-06,0.0,"['Adventure', 'Role Playing Games', 'Role Playing Games']",https://store.playstation.com/en-us/concept/222446
STAR WARS™ Battlefront Classic Collection,"['PS4', 'PS5']",2.89,6555,"Aspyr Media, Inc.",2024-03-14,34.99,"['Shooter', 'Shooter']",https://store.playstation.com/en-us/concept/10008554
Hunt: Showdown,['PS4'],4.22,6876,Crytek,2020-03-03,13.99,"['Shooter', 'Action', 'Shooter']",https://store.playstation.com/en-us/concept/234014
Alan Wake Remastered,"['PS4', 'PS5']",4.24,11956,Epic Games,2021-10-05,9.89,['Action'],https://store.playstation.com/en-us/concept/10001478
Terminator: Resistance Enhanced,"['PS4', 'PS5']",4.39,3664,Reef Entertainment,2021-04-30,19.99,['Shooter'],https://store.playstation.com/en-us/concept/10001332
Enlisted,"['PS4', 'PS5']",4.14,16162,Gaijin Distribution KFT,2021-04-08,0.0,['Shooter'],https://store.playstation.com/en-us/concept/10002474
Crash™ Team Racing Nitro-Fueled,['PS4'],4.37,26567,Activision,2019-06-20,39.99,"['Action', 'Driving/Racing']",https://store.playstation.com/en-us/concept/233410
Hades,"['PS4', 'PS5']",4.86,7315,"Supergiant Games, LLC",2021-08-13,24.99,['Action'],https://store.playstation.com/en-us/concept/10002648
RESIDENT EVIL 3,"['PS4', 'PS5']",4.43,48893,"Capcom U.S.A., Inc.",2022-06-13,39.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/233069
Assassin’s Creed® Unity,['PS4'],4.18,61378,Ubisoft Entertainment,2014-11-11,8.99,"['Action', 'Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/200088
Need for Speed™ Payback,['PS4'],4.02,63372,Electronic Arts Inc,2017-11-10,2.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/223086
Back 4 Blood: Standard Edition PS4 & PS5,"['PS4', 'PS5']",3.98,7901,Warner Bros. Interactive,2021-10-12,5.99,['Shooter'],https://store.playstation.com/en-us/concept/233064
Call of the Wild: The Angler™,"['PS4', 'PS5']",4.13,795,Expansive Worlds AB,2023-11-15,17.99,['Simulation'],https://store.playstation.com/en-us/concept/10003945
Gas Station Simulator,['PS4'],4.17,1641,MD GAMES SA,2022-10-20,19.99,['Simulation'],https://store.playstation.com/en-us/concept/10004337
DREDGE,"['PS4', 'PS5']",4.7,3355,Team17 Software Ltd.,2023-03-30,17.49,['Adventure'],https://store.playstation.com/en-us/concept/10005693
Sid Meier's Civilization VI,['PS4'],3.93,9354,2K,2019-11-22,2.99,"['Strategy', 'Strategy']",https://store.playstation.com/en-us/concept/233594
Saints Row PS4&PS5,"['PS4', 'PS5']",3.15,18132,Deep Silver,2022-08-23,7.49,['Shooter'],https://store.playstation.com/en-us/concept/10002042
The Witcher 3: Wild Hunt – Complete Edition,"['PS4', 'PS5']",4.84,214661,CD PROJEKT SA,2022-12-14,49.99,"['Action', 'Role Playing Games']",https://store.playstation.com/en-us/concept/204794
Watch Dogs 2,['PS4'],4.38,158227,Ubisoft Entertainment,2016-11-15,49.99,"['Adventure', 'Action', 'Adventure']",https://store.playstation.com/en-us/concept/216759
A Way Out,['PS4'],4.18,61904,Electronic Arts Inc,2018-03-23,29.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/227061
Injustice™ 2,['PS4'],4.46,32720,Warner Bros. Interactive,2017-05-16,2.99,['Fighting'],https://store.playstation.com/en-us/concept/221732
Bluey: The Videogame,"['PS4', 'PS5']",4.2,337,Outright Games LLC,2023-11-17,31.99,"['Action', 'Adventure', 'Family']",https://store.playstation.com/en-us/concept/10006070
Far Cry 5,['PS4'],4.37,45217,Ubisoft Entertainment,2018-03-27,59.99,"['Action', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/221692
Contra: Operation Galuga PS4 & PS5,"['PS4', 'PS5']",4.52,1751,"Konami Digital Entertainment, Inc.",2024-03-12,27.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/10007962
HOT WHEELS UNLEASHED™ 2 - Turbocharged PS4 & PS5,"['PS4', 'PS5']",4.15,584,Milestone,2023-10-19,14.99,"['Arcade', 'Driving/Racing']",https://store.playstation.com/en-us/concept/10005765
Subnautica PS4 & PS5,"['PS4', 'PS5']",4.54,69308,"Unknown Worlds Entertainment, Inc.",2021-05-14,29.99,['Adventure'],https://store.playstation.com/en-us/concept/232883
UFC® 4,['PS4'],3.72,24577,Electronic Arts Inc,2020-08-14,59.99,['Unique'],https://store.playstation.com/en-us/concept/233030
Kingdom Come: Deliverance,['PS4'],4.07,21090,Deep Silver,2018-02-13,29.99,"['Adventure', 'Role Playing Games', 'Adventure']",https://store.playstation.com/en-us/concept/227410
CRISIS CORE –FINAL FANTASY VII– REUNION PS4 & PS5,"['PS4', 'PS5']",4.56,3811,SQUARE ENIX CO. LTD.,2022-12-13,24.99,"['Action', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10004142
Demon's Souls,['PS5'],4.49,12523,Sony Interactive Entertainment,2020-11-12,69.99,['Action'],https://store.playstation.com/en-us/concept/10000368
Assassin’s Creed® IV Black Flag™,['PS4'],4.64,65169,Ubisoft Entertainment,2013-11-15,29.99,"['Action', 'Action']",https://store.playstation.com/en-us/concept/200089
Watch Dogs®: Legion PS4 & PS5,"['PS4', 'PS5']",4.12,26599,Ubisoft Entertainment,2020-11-12,59.99,"['Action', 'Adventure', 'Unique']",https://store.playstation.com/en-us/concept/232581
House Flipper 2,['PS5'],4.54,674,Frozen District,2024-04-10,39.99,['Simulator'],https://store.playstation.com/en-us/concept/10006545
Overcooked! All You Can Eat,"['PS4', 'PS5']",4.51,819,Team17 Software Ltd.,2020-11-12,15.99,"['Family', 'Simulation']",https://store.playstation.com/en-us/concept/10000899
Wo Long: Fallen Dynasty Complete Edition (PS4 & PS5),"['PS4', 'PS5']",4.08,4098,KOEI TECMO America,2024-02-07,41.99,"['Action', 'Role Playing Games', 'Unique']",https://store.playstation.com/en-us/concept/10004116
Metro Exodus,"['PS4', 'PS5']",4.53,44735,Deep Silver,2021-06-18,4.49,"['Shooter', 'Adventure', 'Action']",https://store.playstation.com/en-us/concept/231769
Conan Exiles,['PS4'],3.87,32585,Funcom Oslo AS,2018-05-08,19.99,"['Adventure', 'Action', 'Adventure']",https://store.playstation.com/en-us/concept/231261
INDIKA,['PS5'],4.6,509,11 Bit Studios S.A.,2024-05-17,24.99,['Adventure'],https://store.playstation.com/en-us/concept/10008296
Rock Band™ 4 Rivals Bundle,['PS4'],4.1,2211,"Harmonix Music Systems, Inc",2016-10-18,9.99,['Music/Rhythm'],https://store.playstation.com/en-us/concept/203701
Train Sim World® 4: Standard Edition PS4 & PS5,"['PS4', 'PS5']",4.43,1037,Dovetail Games,2023-09-26,39.99,['Simulation'],https://store.playstation.com/en-us/concept/10008114
Deep Rock Galactic PS4 & PS5,"['PS4', 'PS5']",4.35,10327,COFFEE STAIN PUBLISHING AB,2022-01-04,8.99,"['Action', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/233449
Session: Skate Sim,"['PS4', 'PS5']",2.92,3765,NACON SA,2022-09-22,19.99,"['Simulation', 'Sport']",https://store.playstation.com/en-us/concept/10004240
Call of Duty®: Vanguard - Cross-Gen Bundle,"['PS4', 'PS5']",4.02,52593,Activision,2021-11-05,69.99,['Shooter'],https://store.playstation.com/en-us/concept/10001234
MOBILE SUIT GUNDAM BATTLE OPERATION 2,"['PS4', 'PS5']",3.63,55996,Bandai Namco Entertainment America Inc.,2021-01-28,0.0,"['Action', 'Action']",https://store.playstation.com/en-us/concept/231363
Way of the Hunter,['PS5'],4.22,706,THQ Nordic,2022-08-16,21.99,['Shooter'],https://store.playstation.com/en-us/concept/10003862
Borderlands Collection: Pandora's Box,"['PS4', 'PS5']",4.52,110,2K,2023-09-01,49.49,['Action'],https://store.playstation.com/en-us/concept/10008795
ONE PIECE: PIRATE WARRIORS 4,['PS4'],4.66,8106,Bandai Namco Entertainment America Inc.,2020-03-27,39.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/234628
GigaBash,"['PS4', 'PS5']",4.43,1202,PassionRepublic Games sdn. bhd.,2022-08-04,24.99,"['Fighting', 'Action', 'Party']",https://store.playstation.com/en-us/concept/10003301
UNCHARTED™ The Nathan Drake Collection,['PS4'],4.62,148972,Sony Interactive Entertainment,2015-10-09,9.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/205353
God of War,['PS4'],4.75,219923,Sony Interactive Entertainment,2018-04-20,19.99,['Action'],https://store.playstation.com/en-us/concept/227770
L.A. Noire,['PS4'],4.69,6306,Rockstar Games,2017-11-14,19.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/229788
Teenage Mutant Ninja Turtles: Shredder's Revenge,"['PS4', 'PS5']",4.65,7055,DOTEMU,2022-11-15,16.74,['Action'],https://store.playstation.com/en-us/concept/10003986
Crusader Kings III,['PS5'],4.08,1543,Paradox Interactive,2022-03-29,22.49,"['Strategy', 'Simulation']",https://store.playstation.com/en-us/concept/10001858
Gotham Knights,['PS5'],3.04,13260,Warner Bros. Interactive,2022-10-21,13.99,['Action'],https://store.playstation.com/en-us/concept/233383
Little Nightmares II PS4 & PS5,"['PS4', 'PS5']",4.61,15891,Bandai Namco Entertainment America Inc.,2021-08-25,9.89,"['Adventure', 'Puzzle', 'Action']",https://store.playstation.com/en-us/concept/232583
Path of Titans Standard Founder's Pack,"['PS4', 'PS5']",3.63,98,ALDERON GAMES,2022-07-27,29.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/10000950
Maneater PS4 & PS5,"['PS4', 'PS5']",4.43,10822,Tripwire Interactive,2020-11-12,13.99,"['Action', 'Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/233202
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles PS4 & PS5,"['PS4', 'PS5']",4.65,11246,"SEGA of America, Inc.",2021-10-15,59.99,['Action'],https://store.playstation.com/en-us/concept/10000991
KINGDOM HEARTS HD 1.5 +2.5 ReMIX,['PS4'],4.82,14982,SQUARE ENIX CO. LTD.,2017-03-28,19.99,"['Action', 'Role Playing Games']",https://store.playstation.com/en-us/concept/225697
Saints Row: The Third Remastered,"['PS4', 'PS5']",4.5,6203,Deep Silver,2021-05-25,5.99,['Action'],https://store.playstation.com/en-us/concept/234481
TABS,['PS4'],4.5,2108,LANDFALL,2023-09-05,19.99,"['Action', 'Simulation']",https://store.playstation.com/en-us/concept/10003641
Among Us,"['PS4', 'PS5']",3.61,20611,Innersloth LLC,2021-12-14,4.99,['Party'],https://store.playstation.com/en-us/concept/10002811
ANIMAL WELL,['PS5'],4.6,3445,Bigmode,2024-05-09,24.99,"['Horror', 'Adventure']",https://store.playstation.com/en-us/concept/10004542
Fallout Shelter,['PS4'],4.14,51806,Bethesda Softworks,2018-06-11,0.0,"['Role Playing Games', 'Simulation', 'Strategy']",https://store.playstation.com/en-us/concept/231948
Tales of Arise PS4 & PS5,"['PS4', 'PS5']",4.61,11118,Bandai Namco Entertainment America Inc.,2021-09-10,39.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/234823
CARAVAN STORIES,['PS4'],3.53,8095,AIMING INC.,2019-09-10,0.0,['Role Playing Games'],https://store.playstation.com/en-us/concept/232283
The Last Of Us™ Remastered,['PS4'],4.81,393623,Sony Interactive Entertainment,2014-07-22,19.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/228638
UNCHARTED: Legacy of Thieves Collection,"['PS4', 'PS5']",4.74,183758,Sony Interactive Entertainment,2022-01-28,49.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/205354
